absolute_pdt,eclipse,SAA,Spacecraft_mode,SHARP_mode,MeDDEA_mode
2025-06-23 07:30:20,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 08:05:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 08:44:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-23 08:55:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 09:05:10,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 09:40:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 10:17:40,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-23 10:30:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 10:40:00,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 11:15:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 11:53:30,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-23 12:03:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 12:14:50,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 12:50:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 13:49:40,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 14:25:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 15:24:30,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 15:59:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 16:59:20,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 17:34:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 18:34:10,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 19:09:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 20:09:00,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 20:44:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-23 21:43:50,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-23 22:19:20,False,0,PAYLOAD,SCIENCE,SCIENCE
